advocacy	advocacy%1:04:00::
psithyrus	psithyrus%1:05:00::
satiety	satiety%1:26:00::
benediction	benediction%1:04:00::
jew-baiter	jew-baiter%1:18:00::
sophistication	sophistication%1:09:00::
heavens	heavens%1:15:00::
vineyard	vineyard%1:06:00::
playwright	playwright%1:18:00::
velours	velours%1:06:00::
conceit	conceit%1:12:00::
mandamus	mandamus%1:10:00::
transducer	transducer%1:06:00::
ology	ology%1:09:00::
crupper	crupper%1:06:00::
freewheeler	freewheeler%1:18:00::
daughter	daughter%1:18:00::
xylophone	xylophone%1:06:00::
reef	reef%1:17:00::
chromatogram	chromatogram%1:06:00::
professorship	professorship%1:04:00::
ensemble	ensemble%1:14:02::
artifact	artifact%1:03:00::
motorcar	motorcar%1:06:00::
commie	commie%1:18:00::
mackinaw	mackinaw%1:06:03::
lemonade	lemonade%1:13:00::
instancy	instancy%1:07:01::
floridian	floridian%1:18:00::
crossing	crossing%1:04:01::
masking	masking%1:04:00::
clutches	clutches%1:04:00::
floorboard	floorboard%1:06:00::
tractor	tractor%1:06:00::
volition	volition%1:09:00::
pedigree	pedigree%1:14:00::
kerosene	kerosene%1:27:00::
disintegration	disintegration%1:26:00::
sword	sword%1:06:00::
neocortex	neocortex%1:08:00::
magistrate	magistrate%1:18:00::
bombproof	bombproof%1:06:00::
flag-waver	flag-waver%1:18:00::
brigadier	brigadier%1:18:00::
applause	applause%1:10:00::
keenness	keenness%1:09:00::
soldier	soldier%1:18:00::
humidity	humidity%1:26:00::
registry	registry%1:10:00::
tripod	tripod%1:06:00::
seedpod	seedpod%1:20:00::
dreamer	dreamer%1:18:02::
aloneness	aloneness%1:07:00::
executioner	executioner%1:18:00::
theatregoer	theatregoer%1:18:00::
naturalism	naturalism%1:09:00::
ankle	ankle%1:08:00::
cyst	cyst%1:26:00::
fella	fella%1:18:00::
directory	directory%1:10:00::
appendix	appendix%1:10:00::
seeker	seeker%1:18:00::
explorer	explorer%1:18:00::
stethoscope	stethoscope%1:06:00::
transformer	transformer%1:06:00::
oxytetracycline	oxytetracycline%1:06:00::
idler	idler%1:18:00::
portal	portal%1:06:01::
displeasure	displeasure%1:12:00::
nuthouse	nuthouse%1:06:00::
ambassador	ambassador%1:18:00::
registrant	registrant%1:18:00::
interferometer	interferometer%1:06:00::
azimuth	azimuth%1:25:00::
electroshock	electroshock%1:04:00::
metrazol	metrazol%1:06:00::
stairway	stairway%1:06:00::
vector	vector%1:09:00::
instillation	instillation%1:04:00::
longevity	longevity%1:07:00::
africa	africa%1:17:00::
coalition	coalition%1:14:00::
roleplaying	roleplaying%1:04:00::
rubbish	rubbish%1:27:00::
downpour	downpour%1:19:00::
indolence	indolence%1:07:00::
moisture	moisture%1:26:00::
extraneousness	extraneousness%1:24:00::
subway	subway%1:06:00::
distraction	distraction%1:09:00::
salary	salary%1:21:00::
syria	syria%1:15:00::
aggregation	aggregation%1:14:00::
nephew	nephew%1:18:00::
bin	bin%1:06:00::
nebraska	nebraska%1:15:00::
hamlet	hamlet%1:14:00::
tumult	tumult%1:26:00::
incursion	incursion%1:04:01::
non-catholic	non-catholic%1:18:00::
sunray	sunray%1:19:00::
bottleneck	bottleneck%1:25:00::
mortality	mortality%1:07:00::
excelsior	excelsior%1:27:00::
disrepair	disrepair%1:26:00::
congratulation	congratulation%1:10:00::
steward	steward%1:18:00::
hotshot	hotshot%1:18:00::
demimonde	demimonde%1:14:00::
gunslinger	gunslinger%1:18:00::
eminence	eminence%1:26:00::
warm-up	warm-up%1:04:00::
pardner	pardner%1:18:00::
colors	colors%1:06:00::
subjugation	subjugation%1:26:00::
chin-up	chin-up%1:04:00::
degradation	degradation%1:04:00::
mailman	mailman%1:18:00::
geochemistry	geochemistry%1:09:00::
leech	leech%1:05:00::
surety	surety%1:07:00::
patience	patience%1:07:00::
tenure	tenure%1:28:00::
statuary	statuary%1:14:00::
tomato	tomato%1:13:00::
cookfire	cookfire%1:06:00::
minnesota	minnesota%1:15:00::
reagent	reagent%1:27:00::
backyard	backyard%1:06:00::
digitalization	digitalization%1:04:00::
spherule	spherule%1:25:00::
kent	kent%1:15:00::
pander	pander%1:18:00::
frenchman	frenchman%1:18:00::
siege	siege%1:04:00::
wallflower	wallflower%1:20:02::
sickroom	sickroom%1:06:00::
woodcarver	woodcarver%1:18:00::
supporter	supporter%1:18:00::
protectorate	protectorate%1:15:00::
tabletop	tabletop%1:06:00::
archbishop	archbishop%1:18:00::
catholicism	catholicism%1:09:00::
existentialist	existentialist%1:18:00::
enthusiast	enthusiast%1:18:00::
fishing	fishing%1:04:00::
homicide	homicide%1:04:00::
air-conditioning	air-conditioning%1:06:00::
ammoniac	ammoniac%1:27:00::
neighbor	neighbor%1:18:00::
parable	parable%1:10:00::
restlessness	restlessness%1:07:01::
geologist	geologist%1:18:00::
bee	bee%1:05:00::
telegram	telegram%1:10:00::
indefinity	indefinity%1:07:00::
tallow	tallow%1:27:00::
prose	prose%1:10:00::
roller	roller%1:04:00::
reversibility	reversibility%1:07:00::
grant-in-aid	grant-in-aid%1:04:00::
businessmen	businessmen%1:14:00::
propeller	propeller%1:06:00::
abbot	abbot%1:18:00::
oatmeal	oatmeal%1:13:00::
make-work	make-work%1:04:00::
temerity	temerity%1:07:00::
chiropractor	chiropractor%1:18:00::
bunt	bunt%1:04:00::
lasher	lasher%1:18:00::
jupiter	jupiter%1:17:00::
savannah	savannah%1:15:00::
colonel	colonel%1:18:00::
prerequisite	prerequisite%1:09:00::
splatter	splatter%1:11:00::
transfusion	transfusion%1:04:00::
businessman	businessman%1:18:00::
electron	electron%1:17:00::
golf	golf%1:04:00::
closeup	closeup%1:06:00::
thorn	thorn%1:09:00::
dignitary	dignitary%1:18:00::
october	october%1:28:00::
prolongation	prolongation%1:04:00::
bouncing	bouncing%1:11:00::
urine	urine%1:27:00::
modernism	modernism%1:06:00::
landler	landler%1:10:00::
adulterer	adulterer%1:18:00::
leather	leather%1:27:00::
disinterest	disinterest%1:09:01::
triphammer	triphammer%1:06:00::
snapdragon	snapdragon%1:20:00::
contractor	contractor%1:18:00::
incompetent	incompetent%1:18:00::
refugee	refugee%1:18:00::
leaders	leaders%1:14:00::
modernity	modernity%1:07:00::
coffin	coffin%1:06:00::
cat	cat%1:05:00::
presentment	presentment%1:04:00::
hymn	hymn%1:10:00::
bronchiole	bronchiole%1:08:00::
vientiane	vientiane%1:15:00::
patriot	patriot%1:18:00::
cab	cab%1:06:02::
journalese	journalese%1:10:00::
honeysuckle	honeysuckle%1:20:01::
golfing	golfing%1:04:00::
mutilation	mutilation%1:11:00::
pinafore	pinafore%1:06:00::
altruism	altruism%1:07:00::
crate	crate%1:06:00::
electronics	electronics%1:09:00::
quilt	quilt%1:06:00::
lousiness	lousiness%1:26:00::
striation	striation%1:25:00::
lotus	lotus%1:20:02::
suddenness	suddenness%1:07:00::
enrollment	enrollment%1:04:00::
fingernail	fingernail%1:08:00::
abbey	abbey%1:06:02::
radicalism	radicalism%1:09:00::
heights	heights%1:15:00::
sieve	sieve%1:06:00::
persistency	persistency%1:07:00::
cornmeal	cornmeal%1:13:00::
serpent	serpent%1:05:00::
physiology	physiology%1:09:00::
opera	opera%1:10:00::
sill	sill%1:06:00::
gunner	gunner%1:18:00::
silo	silo%1:06:00::
cantle	cantle%1:06:00::
aroma	aroma%1:07:00::
bus	bus%1:06:00::
ledge	ledge%1:17:00::
dependency	dependency%1:26:00::
mascara	mascara%1:06:00::
prevision	prevision%1:09:01::
stratum	stratum%1:15:00::
gown	gown%1:06:00::
gout	gout%1:26:00::
megalopolis	megalopolis%1:15:00::
charnel	charnel%1:06:00::
quirt	quirt%1:06:00::
immortality	immortality%1:07:00::
boredom	boredom%1:12:00::
catcall	catcall%1:10:00::
shortcut	shortcut%1:06:00::
selfishness	selfishness%1:07:00::
cramp	cramp%1:26:00::
iodocompound	iodocompound%1:27:00::
tailgate	tailgate%1:06:00::
tahiti	tahiti%1:15:00::
oxen	oxen%1:05:00::
dependence	dependence%1:26:00::
inheritance	inheritance%1:04:00::
kidney	kidney%1:08:00::
monk	monk%1:18:00::
sham	sham%1:06:00::
yokuts	yokuts%1:10:00::
ravage	ravage%1:11:00::
helplessness	helplessness%1:07:00::
asymmetry	asymmetry%1:07:00::
courier	courier%1:18:00::
flowerbed	flowerbed%1:06:00::
blowing	blowing%1:22:00::
valor	valor%1:07:00::
gallows	gallows%1:06:00::
zinc	zinc%1:27:00::
glibness	glibness%1:07:00::
stravinsky	stravinsky%1:18:00::
populace	populace%1:14:00::
horse-trail	horse-trail%1:06:00::
shutdown	shutdown%1:04:00::
sable	sable%1:06:01::
chocolate	chocolate%1:13:02::
casino	casino%1:06:00::
runner-up	runner-up%1:18:00::
caliph	caliph%1:18:00::
propriety	propriety%1:07:00::
adolescence	adolescence%1:28:00::
pinecone	pinecone%1:20:00::
coffeepot	coffeepot%1:06:00::
ant	ant%1:05:00::
speechlessness	speechlessness%1:07:00::
ideologist	ideologist%1:18:00::
incantation	incantation%1:10:00::
integrating	integrating%1:04:00::
sleeper	sleeper%1:18:00::
lens	lens%1:06:00::
curio	curio%1:06:00::
diversification	diversification%1:04:00::
laborer	laborer%1:18:00::
corduroys	corduroys%1:06:04::
amp	amp%1:23:00::
skeptic	skeptic%1:18:00::
metro	metro%1:06:00::
holland	holland%1:15:00::
disapprobation	disapprobation%1:10:00::
sciatica	sciatica%1:26:00::
workout	workout%1:04:00::
onset	onset%1:11:00::
legislature	legislature%1:14:00::
idiot	idiot%1:18:00::
ussr	ussr%1:15:00::
prostitution	prostitution%1:04:00::
biter	biter%1:18:00::
craze	craze%1:09:00::
faker	faker%1:18:00::
generosity	generosity%1:07:00::
committeeman	committeeman%1:18:00::
moss	moss%1:20:00::
lesion	lesion%1:26:01::
toothbrush	toothbrush%1:06:00::
quarters	quarters%1:06:00::
moth	moth%1:05:00::
restatement	restatement%1:10:00::
violin	violin%1:06:00::
rostrum	rostrum%1:06:00::
miscalculation	miscalculation%1:04:00::
rooftop	rooftop%1:15:00::
checklist	checklist%1:10:00::
lavatory	lavatory%1:06:00::
affidavit	affidavit%1:10:00::
extravaganza	extravaganza%1:04:00::
chloride	chloride%1:27:00::
ado	ado%1:04:00::
feedlot	feedlot%1:06:00::
ethics	ethics%1:16:00::
resourcefulness	resourcefulness%1:07:00::
sweetness	sweetness%1:09:00::
masseur	masseur%1:18:00::
sheaf	sheaf%1:06:00::
fecundity	fecundity%1:09:00::
resentment	resentment%1:12:00::
microphoning	microphoning%1:22:00::
metis	metis%1:18:00::
mahogany	mahogany%1:20:02::
namesake	namesake%1:18:00::
germanium	germanium%1:27:00::
meadow	meadow%1:15:00::
musculature	musculature%1:08:00::
aorta	aorta%1:08:00::
mid-thirties	mid-thirties%1:28:00::
characterization	characterization%1:10:00::
polyethylene	polyethylene%1:27:00::
chorine	chorine%1:18:00::
amsterdam	amsterdam%1:15:00::
elevator	elevator%1:06:00::
linoleum	linoleum%1:27:00::
intonation	intonation%1:10:00::
oldster	oldster%1:18:00::
harshness	harshness%1:07:03::
buggy	buggy%1:06:00::
descendent	descendent%1:18:00::
toad	toad%1:05:00::
alertness	alertness%1:09:00::
centrifugation	centrifugation%1:22:00::
plug-ugly	plug-ugly%1:18:00::
continuation	continuation%1:04:00::
transgression	transgression%1:04:00::
laudanum	laudanum%1:06:00::
racine	racine%1:18:00::
racing	racing%1:04:00::
logger	logger%1:18:00::
axe	axe%1:06:00::
flashback	flashback%1:10:00::
kitchenette	kitchenette%1:06:00::
reassurance	reassurance%1:04:00::
timepiece	timepiece%1:06:00::
synchrony	synchrony%1:24:00::
leapfrog	leapfrog%1:04:01::
thermostatics	thermostatics%1:09:00::
robber	robber%1:18:01::
cure-all	cure-all%1:06:00::
proliferation	proliferation%1:22:00::
truculence	truculence%1:07:00::
freckle	freckle%1:08:00::
dessert	dessert%1:13:00::
fowl	fowl%1:05:00::
legatee	legatee%1:18:00::
bugle	bugle%1:06:00::
shortness	shortness%1:07:03::
teetotaler	teetotaler%1:18:00::
battleground	battleground%1:15:00::
militia	militia%1:14:00::
prince	prince%1:18:00::
gadfly	gadfly%1:18:00::
muddle	muddle%1:26:00::
chlorine	chlorine%1:27:00::
racist	racist%1:18:00::
woodshed	woodshed%1:06:00::
insistence	insistence%1:10:00::
fortification	fortification%1:06:00::
relic	relic%1:06:00::
countryside	countryside%1:15:00::
forte	forte%1:07:01::
lookup	lookup%1:22:00::
shelf	shelf%1:06:00::
periodical	periodical%1:10:00::
occasions	occasions%1:09:00::
exclusion	exclusion%1:26:00::
easel	easel%1:06:00::
railhead	railhead%1:06:00::
shin	shin%1:08:01::
uselessness	uselessness%1:07:00::
shim	shim%1:06:00::
dormitory	dormitory%1:06:00::
counterproposal	counterproposal%1:10:00::
stranger	stranger%1:18:00::
heaviness	heaviness%1:07:00::
ape	ape%1:05:00::
overestimation	overestimation%1:10:00::
titration	titration%1:04:00::
mittens	mittens%1:06:00::
outbreak	outbreak%1:11:00::
utah	utah%1:15:00::
hillock	hillock%1:17:00::
sundown	sundown%1:28:00::
metropolis	metropolis%1:15:00::
mah-jongg	mah-jongg%1:04:00::
freud	freud%1:18:00::
shoe	shoe%1:06:00::
chastity	chastity%1:04:00::
sunlight	sunlight%1:19:00::
food	food%1:03:00::
tyranny	tyranny%1:14:00::
atm	atm%1:23:00::
epicure	epicure%1:18:00::
actuality	actuality%1:26:00::
louse	louse%1:05:01::
firewall	firewall%1:04:00::
ingratitude	ingratitude%1:12:00::
irreproducibility	irreproducibility%1:07:00::
aug	aug%1:28:00::
nihilism	nihilism%1:09:00::
directive	directive%1:10:00::
orderliness	orderliness%1:07:00::
beggary	beggary%1:10:00::
paradox	paradox%1:10:00::
perfusion	perfusion%1:04:00::
repertory	repertory%1:06:00::
storefront	storefront%1:06:00::
demander	demander%1:18:00::
gable	gable%1:06:00::
epicenter	epicenter%1:15:00::
foursome	foursome%1:14:00::
protestantism	protestantism%1:09:00::
bivouac	bivouac%1:06:00::
mover	mover%1:18:02::
consumer	consumer%1:18:00::
leftfield	leftfield%1:06:00::
tug-of-war	tug-of-war%1:04:00::
creche	creche%1:06:00::
fanfare	fanfare%1:10:00::
vocalist	vocalist%1:18:00::
proximity	proximity%1:07:00::
frenzy	frenzy%1:26:00::
hepatitis	hepatitis%1:26:00::
sweater	sweater%1:06:00::
winnipeg	winnipeg%1:15:00::
syllable	syllable%1:10:00::
relations	relations%1:24:00::
nomia	nomia%1:05:00::
novelist	novelist%1:18:00::
fostering	fostering%1:10:00::
diabetic	diabetic%1:18:00::
ramp	ramp%1:06:00::
assortment	assortment%1:14:00::
cardboard	cardboard%1:27:00::
tenacity	tenacity%1:07:00::
burglary	burglary%1:04:00::
pebble	pebble%1:17:00::
diabetes	diabetes%1:26:00::
fugitive	fugitive%1:18:01::
fiction	fiction%1:10:00::
mobility	mobility%1:07:00::
vintage	vintage%1:13:00::
movie	movie%1:10:00::
vomiting	vomiting%1:04:00::
misinterpretation	misinterpretation%1:10:00::
ramification	ramification%1:04:00::
multiplicity	multiplicity%1:07:02::
sonogram	sonogram%1:06:00::
furniture	furniture%1:06:00::
hutment	hutment%1:06:00::
nucleolus	nucleolus%1:08:00::
litigation	litigation%1:04:00::
leitmotiv	leitmotiv%1:10:00::
liter	liter%1:23:00::
bathtub	bathtub%1:06:00::
woodgraining	woodgraining%1:07:00::
languor	languor%1:12:00::
blackberry	blackberry%1:13:00::
apple	apple%1:13:00::
masculinity	masculinity%1:07:00::
rainbow	rainbow%1:17:00::
ancistrodon	ancistrodon%1:05:00::
expansion	expansion%1:04:00::
noon	noon%1:28:00::
exclaiming	exclaiming%1:10:00::
sumatra	sumatra%1:15:00::
knack	knack%1:09:00::
sundial	sundial%1:06:00::
vertebrate	vertebrate%1:05:00::
slowing	slowing%1:07:00::
insubordination	insubordination%1:07:00::
entertainment	entertainment%1:04:00::
unconfessed	unconfessed%1:14:00::
infancy	infancy%1:28:00::
saracen	saracen%1:18:01::
rasp	rasp%1:10:00::
churchman	churchman%1:18:00::
thought-image	thought-image%1:09:00::
mite	mite%1:23:00::
histology	histology%1:09:00::
coccidiosis	coccidiosis%1:26:00::
balinese	balinese%1:10:00::
nectary	nectary%1:20:00::
chaos	chaos%1:26:00::
selling	selling%1:04:00::
immensity	immensity%1:07:00::
furor	furor%1:09:00::
bureaucracy	bureaucracy%1:14:00::
bridged-t	bridged-t%1:06:00::
suppleness	suppleness%1:07:00::
oration	oration%1:10:00::
clubfoot	clubfoot%1:26:00::
hyacinth	hyacinth%1:27:00::
adverb	adverb%1:10:01::
viability	viability%1:07:00::
shucks	shucks%1:07:00::
solidarity	solidarity%1:07:00::
franchise	franchise%1:10:00::
cheesecloth	cheesecloth%1:06:00::
borough	borough%1:15:00::
teens	teens%1:28:00::
gardening	gardening%1:04:00::
parthenon	parthenon%1:06:00::
preseason	preseason%1:28:00::
ordinance	ordinance%1:10:00::
ranch	ranch%1:06:00::
schooldays	schooldays%1:28:00::
valet	valet%1:18:00::
tactics	tactics%1:09:01::
phraseology	phraseology%1:10:00::
navigation	navigation%1:04:00::
scripture	scripture%1:10:00::
advent	advent%1:04:00::
mouse	mouse%1:05:00::
engineer	engineer%1:18:00::
deformation	deformation%1:11:00::
ablation	ablation%1:04:00::
avarice	avarice%1:04:00::
know-how	know-how%1:09:00::
spaciousness	spaciousness%1:07:00::
endpoint	endpoint%1:15:00::
soldiery	soldiery%1:14:00::
housekeeping	housekeeping%1:04:00::
baroreceptor	baroreceptor%1:08:00::
windbreak	windbreak%1:06:00::
pleat	pleat%1:06:00::
tuesday	tuesday%1:28:00::
centralization	centralization%1:04:00::
imminence	imminence%1:26:00::
divestiture	divestiture%1:10:00::
mint	mint%1:23:00::
redeposition	redeposition%1:22:00::
celerity	celerity%1:07:00::
thiamin	thiamin%1:27:00::
courage	courage%1:07:00::
tribunal	tribunal%1:14:00::
conscription	conscription%1:04:00::
whiteface	whiteface%1:05:00::
rattler	rattler%1:05:00::
coward	coward%1:18:00::
remuda	remuda%1:14:00::
pickle	pickle%1:13:00::
sensuality	sensuality%1:12:00::
mire	mire%1:17:00::
quota	quota%1:23:00::
worthlessness	worthlessness%1:07:00::
tarpaulin	tarpaulin%1:06:00::
thief	thief%1:18:00::
virginian	virginian%1:18:00::
porkchop	porkchop%1:13:00::
flannel	flannel%1:06:00::
gastrocnemius	gastrocnemius%1:08:00::
sawdust	sawdust%1:27:00::
comeback	comeback%1:10:00::
basement	basement%1:06:00::
parent	parent%1:18:00::
editor	editor%1:18:00::
mien	mien%1:07:00::
scenario	scenario%1:10:00::
february	february%1:28:00::
bodybuilding	bodybuilding%1:04:00::
adventurer	adventurer%1:18:00::
computer	computer%1:06:00::
thigh	thigh%1:08:00::
mockery	mockery%1:10:00::
anode	anode%1:06:00::
accenting	accenting%1:04:00::
beebread	beebread%1:27:00::
wrath	wrath%1:12:00::
clique	clique%1:14:00::
blizzard	blizzard%1:19:00::
mike	mike%1:06:00::
noncom	noncom%1:18:00::
entranceway	entranceway%1:06:00::
propagandist	propagandist%1:18:00::
similarity	similarity%1:07:00::
soldiering	soldiering%1:09:00::
subjectivist	subjectivist%1:18:00::
sake	sake%1:07:00::
intangible	intangible%1:21:00::
statesman	statesman%1:18:00::
seminarian	seminarian%1:18:00::
thill	thill%1:06:00::
bombus	bombus%1:05:00::
happening	happening%1:11:00::
radiator	radiator%1:17:00::
callousness	callousness%1:07:00::
milliampere	milliampere%1:23:00::
redemption	redemption%1:04:01::
cavalry	cavalry%1:14:01::
sacrilege	sacrilege%1:04:00::
tanker	tanker%1:06:00::
hearer	hearer%1:18:00::
quintet	quintet%1:10:00::
roosevelt	roosevelt%1:18:02::
indiana	indiana%1:15:00::
matting	matting%1:06:00::
proficiency	proficiency%1:07:00::
scuffle	scuffle%1:04:00::
gearset	gearset%1:06:00::
saddlebag	saddlebag%1:06:00::
cusp	cusp%1:06:00::
daffodil	daffodil%1:20:00::
troubleshooter	troubleshooter%1:18:00::
pensioner	pensioner%1:18:00::
bullethead	bullethead%1:08:00::
londoner	londoner%1:18:00::
homefolk	homefolk%1:14:00::
negligence	negligence%1:04:00::
wyoming	wyoming%1:15:00::
toweling	toweling%1:06:00::
shirtsleeve	shirtsleeve%1:06:00::
alkylbenzenesulfonate	alkylbenzenesulfonate%1:27:00::
occidental	occidental%1:18:00::
flint	flint%1:27:00::
bedstead	bedstead%1:06:00::
inscrutability	inscrutability%1:07:00::
cynic	cynic%1:18:00::
cardiomegaly	cardiomegaly%1:26:00::
frog	frog%1:05:00::
prestige	prestige%1:26:00::
sophomore	sophomore%1:18:00::
deterrent	deterrent%1:09:00::
disarmament	disarmament%1:04:00::
czechoslovakia	czechoslovakia%1:15:00::
scapular	scapular%1:05:00::
outreach	outreach%1:04:00::
merging	merging%1:04:02::
signpost	signpost%1:10:00::
sari	sari%1:06:00::
obliteration	obliteration%1:04:00::
epitome	epitome%1:09:00::
gynecologist	gynecologist%1:18:00::
shantung	shantung%1:06:00::
arthritis	arthritis%1:26:00::
conditioner	conditioner%1:04:00::
astronomy	astronomy%1:09:00::
hotness	hotness%1:07:00::
eyestrain	eyestrain%1:26:00::
signal-to-noise	signal-to-noise%1:24:00::
amplification	amplification%1:04:02::
multitude	multitude%1:23:00::
polymerization	polymerization%1:22:00::
platonist	platonist%1:18:00::
gambler	gambler%1:18:00::
dynamics	dynamics%1:09:00::
polybutene	polybutene%1:27:00::
platonism	platonism%1:09:00::
justness	justness%1:07:01::
phosphate	phosphate%1:27:00::
snack	snack%1:13:00::
raft	raft%1:06:00::
photomontage	photomontage%1:06:00::
oregon	oregon%1:15:00::
numbering	numbering%1:10:00::
ambuscade	ambuscade%1:04:00::
alley	alley%1:06:00::
transistor	transistor%1:06:00::
thruway	thruway%1:06:00::
contradistinction	contradistinction%1:09:00::
despoiler	despoiler%1:18:00::
linguist	linguist%1:18:01::
devotee	devotee%1:18:00::
blockade	blockade%1:04:00::
prosecutor	prosecutor%1:18:00::
knight	knight%1:18:00::
unawareness	unawareness%1:09:00::
gunman	gunman%1:18:00::
piezoelectricity	piezoelectricity%1:19:00::
sewing	sewing%1:04:00::
classifier	classifier%1:18:00::
rehearing	rehearing%1:04:00::
beachhead	beachhead%1:15:00::
whiskey	whiskey%1:13:00::
supervision	supervision%1:04:00::
goldsmith	goldsmith%1:18:00::
cashmere	cashmere%1:06:00::
satire	satire%1:10:00::
hideout	hideout%1:15:00::
housing	housing%1:06:00::
ferocity	ferocity%1:07:00::
jackdaw	jackdaw%1:05:00::
motto	motto%1:10:00::
snail	snail%1:05:00::
fineness	fineness%1:07:03::
chump	chump%1:18:00::
cuba	cuba%1:15:00::
eggplant	eggplant%1:13:00::
cargo	cargo%1:06:00::
norway	norway%1:15:00::
miner	miner%1:18:00::
tuft	tuft%1:14:00::
cowboy	cowboy%1:18:00::
policeman	policeman%1:18:00::
constancy	constancy%1:07:00::
saltwater	saltwater%1:27:00::
sportswoman	sportswoman%1:18:00::
diplomat	diplomat%1:18:00::
gradient	gradient%1:24:00::
pretension	pretension%1:07:00::
ramrod	ramrod%1:06:00::
serratus	serratus%1:08:00::
interposition	interposition%1:04:00::
fame	fame%1:26:01::
purveyor	purveyor%1:18:00::
cards	cards%1:04:00::
columbine	columbine%1:20:00::
cuff	cuff%1:06:00::
utopianism	utopianism%1:09:00::
denseness	denseness%1:09:01::
wheat	wheat%1:20:00::
stairwell	stairwell%1:06:00::
obelisk	obelisk%1:06:00::
woods	woods%1:14:00::
librarian	librarian%1:18:00::
mutuality	mutuality%1:24:01::
dramatics	dramatics%1:04:00::
balzac	balzac%1:18:00::
bloodshed	bloodshed%1:04:01::
riverbank	riverbank%1:17:00::
reserpine	reserpine%1:06:00::
ethanol	ethanol%1:27:00::
arrogance	arrogance%1:07:00::
doorman	doorman%1:18:00::
fawn	fawn%1:07:00::
psychophysiology	psychophysiology%1:09:00::
brooklyn	brooklyn%1:15:00::
paganism	paganism%1:09:00::
jargon	jargon%1:10:00::
entanglement	entanglement%1:06:00::
window-washing	window-washing%1:04:00::
censure	censure%1:10:00::
compensation	compensation%1:21:00::
holdup	holdup%1:04:00::
gratitude	gratitude%1:12:00::
twenty-eight	twenty-eight%1:23:00::
hellion	hellion%1:18:00::
leakage	leakage%1:11:00::
microwave	microwave%1:19:00::
faucet	faucet%1:06:01::
flatness	flatness%1:07:00::
forefather	forefather%1:18:00::
mythology	mythology%1:14:00::
fluoride	fluoride%1:27:00::
aminomethane	aminomethane%1:27:00::
yearning	yearning%1:12:00::
cream	cream%1:14:00::
candlewick	candlewick%1:06:00::
disorder	disorder%1:26:03::
salesmanship	salesmanship%1:09:00::
scavenger	scavenger%1:27:00::
credo	credo%1:09:00::
membrane	membrane%1:06:00::
creek	creek%1:17:00::
disability	disability%1:26:00::
anniversary	anniversary%1:28:00::
april	april%1:28:00::
alabamian	alabamian%1:18:00::
nymphomaniac	nymphomaniac%1:18:00::
lecturing	lecturing%1:04:00::
aloes	aloes%1:06:00::
reproof	reproof%1:10:00::
burglar	burglar%1:18:00::
greenland	greenland%1:15:00::
strawberry	strawberry%1:13:00::
octahedron	octahedron%1:25:00::
foraging	foraging%1:04:00::
fedora	fedora%1:06:00::
apron	apron%1:06:00::
binder	binder%1:06:03::
starlight	starlight%1:19:00::
dungeon	dungeon%1:06:00::
datum	datum%1:09:00::
cleat	cleat%1:06:02::
depot	depot%1:06:00::
inscription	inscription%1:10:00::
seafarer	seafarer%1:18:00::
waiter	waiter%1:18:00::
judaism	judaism%1:14:00::
jansenist	jansenist%1:18:00::
drunk-and-disorderly	drunk-and-disorderly%1:18:00::
affirmation	affirmation%1:10:00::
churchgoer	churchgoer%1:18:00::
oxidation	oxidation%1:22:00::
virginity	virginity%1:26:00::
cultist	cultist%1:18:00::
fadeout	fadeout%1:11:00::
gunfire	gunfire%1:04:00::
spoonful	spoonful%1:23:00::
memorabilia	memorabilia%1:10:00::
thiouracil	thiouracil%1:27:00::
vocation	vocation%1:04:00::
besieger	besieger%1:18:00::
presumption	presumption%1:09:00::
cambridge	cambridge%1:06:00::
seagull	seagull%1:05:00::
rabble	rabble%1:14:00::
monastery	monastery%1:06:00::
aircraft	aircraft%1:06:00::
rabbit	rabbit%1:05:00::
waning	waning%1:11:00::
tollgate	tollgate%1:06:00::
articulation	articulation%1:10:00::
seam	seam%1:06:00::
de-iodinase	de-iodinase%1:27:00::
motel	motel%1:06:00::
cleft	cleft%1:25:00::
dynasty	dynasty%1:14:00::
hydroxymethyl	hydroxymethyl%1:27:00::
misdemeanor	misdemeanor%1:04:00::
vertigo	vertigo%1:26:00::
midsection	midsection%1:08:00::
bomber	bomber%1:06:00::
torpor	torpor%1:26:00::
follow-through	follow-through%1:04:00::
kerygma	kerygma%1:10:00::
bachelor	bachelor%1:18:00::
adieu	adieu%1:10:00::
torso	torso%1:08:00::
archives	archives%1:10:00::
mid-june	mid-june%1:28:00::
bolshevik	bolshevik%1:18:00::
bandit	bandit%1:18:00::
inhabitant	inhabitant%1:18:00::
vicinity	vicinity%1:15:00::
sect	sect%1:14:01::
holder	holder%1:06:00::
seer	seer%1:18:00::
continuity	continuity%1:26:00::
actress	actress%1:18:00::
orifice	orifice%1:08:00::
turbine	turbine%1:06:00::
synonym	synonym%1:10:00::
bombay	bombay%1:15:00::
compunction	compunction%1:12:00::
incubation	incubation%1:04:00::
covetousness	covetousness%1:12:01::
vibration	vibration%1:04:00::
adjournment	adjournment%1:04:00::
chicago	chicago%1:15:00::
longshoreman	longshoreman%1:18:00::
nonequivalence	nonequivalence%1:07:00::
romanticism	romanticism%1:07:00::
self-sacrifice	self-sacrifice%1:04:00::
darwin	darwin%1:18:00::
december	december%1:28:00::
caveman	caveman%1:18:00::
